HMDB	KEGG
HMDB0038360	C09972
HMDB0038361	C12136
HMDB0038365	C12127
HMDB0038366	C17640
HMDB0038370	C17624
HMDB0038384	C08424
HMDB0038403	C08409
HMDB0038404	C08419
HMDB0038406	C08411
HMDB0038417	C08403
HMDB0038419	C02153
HMDB0038423	C08417
HMDB0038427	C08415
HMDB0038429	C08404
HMDB0038457	C16952
HMDB0038473	C17672
HMDB0038482	C08336
HMDB0038510	C02381
HMDB0038516	C05939
HMDB0038527	C10802
HMDB0038549	C17673
HMDB0038577	C08472
HMDB0038578	C05306
HMDB0038590	C10653
HMDB0038591	C11048
HMDB0038594	C10851
HMDB0038606	C08982
HMDB0038660	C15971
HMDB0038707	C09840
HMDB0038778	C10246
HMDB0038848	C12627
HMDB0038849	C09228
HMDB0038852	C00420
HMDB0038854	C07560
HMDB0038871	C08248
HMDB0038931	C10884
HMDB0038962	C08487
HMDB0038982	C14550
HMDB0039035	C08594
HMDB0039089	C19759
HMDB0039093	C05421
HMDB0039097	C10253
HMDB0039098	C10316
HMDB0039122	C00744
HMDB0039123	C08548
HMDB0039154	C09929
HMDB0039182	C04360
HMDB0039188	C04516
HMDB0039212	C17421
HMDB0039238	C11263
HMDB0039265	C10224
HMDB0039275	C10459
HMDB0039323	C16197
HMDB0039331	C13837
HMDB0039346	C10220
HMDB0039353	C10796
HMDB0039361	C14561
HMDB0039406	C08923
HMDB0039439	C10264
HMDB0039484	C06093
HMDB0039495	C03147
HMDB0039522	C09863
HMDB0039530	C16184
HMDB0039531	C07475
HMDB0039540	C17873
HMDB0039588	C17447
HMDB0039607	C09186
HMDB0039721	C02273
HMDB0039815	C18733
HMDB0039896	C12201
HMDB0040177	C06728
HMDB0040195	C12292
HMDB0040206	C12306
HMDB0040215	C19757
HMDB0040270	C14240
HMDB0040292	C11110
HMDB0040330	C18066
HMDB0040346	C08389
HMDB0040431	C14716
HMDB0040546	C18486
HMDB0040599	C11226
HMDB0040723	C07667
HMDB0040725	C11338
HMDB0040733	C15583
HMDB0040851	C08964
HMDB0040867	C10373
HMDB0040882	C08895
HMDB0040906	C17917
HMDB0040920	C08484
HMDB0040938	C17916
HMDB0040940	C17515
HMDB0040974	C16984
HMDB0040986	C05608
HMDB0040991	C16302
HMDB0041006	C10426
HMDB0041008	C16038
HMDB0041011	C20425
HMDB0041016	C08743
HMDB0041036	C17504
HMDB0041134	C10487
HMDB0041140	C10487
HMDB0041263	C16191
HMDB0041264	C09870
HMDB0041294	C08761
HMDB0041310	C05907
HMDB0041333	C16343
HMDB0041340	C18555
HMDB0041341	C18543
HMDB0041372	C09059
HMDB0041376	C17620
HMDB0041389	C08383
HMDB0041419	C00373
HMDB0041472	C07213
HMDB0041473	C07216
HMDB0041485	C05613
HMDB0041553	C10478
HMDB0041576	C09625
HMDB0041590	C08602
HMDB0041592	C05838
HMDB0041606	C14570
HMDB0041609	C06757
HMDB0041613	C14523
HMDB0041618	C14260
HMDB0041627	C01970
HMDB0041629	C09704
HMDB0041633	C11392
HMDB0041634	C09877
HMDB0041655	C14313
HMDB0041658	C10510
HMDB0041683	C03080
HMDB0041758	C10504
HMDB0041791	C18246
HMDB0041792	C16450
HMDB0041796	C07490
HMDB0041797	C03664
HMDB0041799	C14401
HMDB0041800	C06602
HMDB0041802	C02227
HMDB0041803	C16659
HMDB0041808	C14288
HMDB0041809	C19574
HMDB0041810	C02375
HMDB0041812	C11781
HMDB0041820	C20155
HMDB0041821	C07585
HMDB0041822	C01471
HMDB0041824	C14750
HMDB0041827	C01342
HMDB0041830	C06551
HMDB0041832	C10025
HMDB0041833	C00813
HMDB0041835	C16444
HMDB0041838	C14751
HMDB0041842	C08299
HMDB0041851	C13024
HMDB0041852	C11199
HMDB0041855	C06990
HMDB0041856	C14322
HMDB0041857	C16765
HMDB0041861	C06554
HMDB0041866	C10985
HMDB0041872	C07450
HMDB0041878	C14422
HMDB0041886	C11720
HMDB0041892	C13310
HMDB0041893	C14442
HMDB0041912	C16623
HMDB0041913	C11792
HMDB0041916	C07612
HMDB0041922	C08737
HMDB0041924	C14508
HMDB0041931	C07577
HMDB0041932	C13639
HMDB0041933	C09226
HMDB0041936	C16643
HMDB0041937	C16578
HMDB0041938	C07451
HMDB0041939	C19477
HMDB0041940	C16452
HMDB0041942	C11490
HMDB0041945	C11735
HMDB0041946	C19485
HMDB0041950	C06813
HMDB0041951	C11065
HMDB0041953	C19603
HMDB0041959	C11785
HMDB0041965	C14403
HMDB0041970	C11803
HMDB0041971	C07092
HMDB0041974	C02575
HMDB0041980	C06789
HMDB0041985	C11028
HMDB0041991	C13334
HMDB0041997	C15368
HMDB0041999	C07852
HMDB0042000	C08312
HMDB0042002	C14335
HMDB0042006	C01526
HMDB0042009	C11240
HMDB0042010	C09238
HMDB0042012	C09642
HMDB0042024	C10534
HMDB0042032	C14872
HMDB0042046	C19557
HMDB0042048	C11150
HMDB0042049	C14869
HMDB0042052	C18872
HMDB0044889	C00422
HMDB0045559	C00422
HMDB0045741	C00422
HMDB0045743	C00422
HMDB0045873	C00422
HMDB0050380	C00422
HMDB0050513	C00422
HMDB0059573	C14184
HMDB0059593	C19969
HMDB0059594	C19970
HMDB0059597	C00080
HMDB0059599	C00513
HMDB0059600	C03366
HMDB0059601	C01710
HMDB0059602	C01504
HMDB0059603	C01792
HMDB0059608	C11409
HMDB0059609	C02809
HMDB0059611	C03901
HMDB0059612	C03998
HMDB0059613	C20183
HMDB0059614	C16071
HMDB0059616	C17432
HMDB0059619	C18026
HMDB0059620	C15650
HMDB0059622	C03081
HMDB0059626	C18060
HMDB0059628	C19848
HMDB0059631	C16014
HMDB0059632	C15989
HMDB0059633	C15988
HMDB0059634	C05590
HMDB0059635	C16238
HMDB0059636	C04367
HMDB0059637	C01244
HMDB0059638	C01228
HMDB0059639	C18239
HMDB0059641	C01228
HMDB0059644	C04856
HMDB0059647	C20198
HMDB0059648	C20176
HMDB0059651	C04524
HMDB0059655	C02630
HMDB0059659	C05147
HMDB0059663	C12248
HMDB0059664	C01119
HMDB0059695	C09630
HMDB0059709	C02323
HMDB0059712	C03351
HMDB0059734	C19915
HMDB0059747	C02564
HMDB0059750	C00502
HMDB0059758	C02488
HMDB0059764	C14330
HMDB0059785	C06988
HMDB0059791	C16108
HMDB0059797	C11432
HMDB0059801	C11430
HMDB0059803	C06711
HMDB0059810	C07208
HMDB0059812	C18150
HMDB0059819	C14572
HMDB0059830	C01816
HMDB0059839	C06076
HMDB0059848	C14522
HMDB0059849	C03220
HMDB0059851	C07212
HMDB0059852	C20326
HMDB0059855	C19397
HMDB0059873	C14386
HMDB0059882	C19167
HMDB0059883	C12286
HMDB0059886	C08388
HMDB0059899	C14395
HMDB0059901	C14518
HMDB0059903	C14692
HMDB0059905	C07111
HMDB0059921	C02466
HMDB0059924	C06756
HMDB0059933	C06677
HMDB0059965	C16700
HMDB0060015	C02180
HMDB0060039	C16522
HMDB0060067	C05673
HMDB0060068	C04147
HMDB0060071	C04794
HMDB0060072	C05674
HMDB0060077	C05839
HMDB0060080	C03958
HMDB0060088	C03958
HMDB0060089	C05294
HMDB0060090	C14849
HMDB0060091	C14851
HMDB0060095	C05955
HMDB0060104	C04686
HMDB0060108	C11356
HMDB0060116	C19174
HMDB0060124	C06028
HMDB0060136	C15518
HMDB0060140	C02949
HMDB0060153	C00223
HMDB0060169	C03374
HMDB0060173	C01210
HMDB0060176	C11499
HMDB0060180	C00197
HMDB0060236	C13482
HMDB0060239	C16529
HMDB0060244	C13482
HMDB0060245	C02512
HMDB0060253	C06178
HMDB0060255	C05412
HMDB0060256	C05411
HMDB0060267	C01721
HMDB0060272	C03360
HMDB0060273	C05520
HMDB0060274	C00447
HMDB0060281	C05636
HMDB0060282	C01368
HMDB0060289	C05637
HMDB0060292	C01326
HMDB0060296	C04900
HMDB0060297	C12632
HMDB0060298	C16339
HMDB0060299	C14793
HMDB0060300	C14791
HMDB0060301	C14787
HMDB0060302	C14792
HMDB0060303	C02909
HMDB0060304	C17345
HMDB0060305	C15613
HMDB0060306	C17346
HMDB0060307	C16387
HMDB0060308	C16387
HMDB0060309	C18796
HMDB0060310	C20238
HMDB0060311	C16165
HMDB0060312	C16375
HMDB0060313	C16376
HMDB0060314	C16388
HMDB0060315	C16389
HMDB0060316	C04712
HMDB0060318	C03742
HMDB0060319	C05176
HMDB0060320	C04002
HMDB0060321	C18261
HMDB0060322	C14089
HMDB0060323	C11433
HMDB0060324	C18259
HMDB0060325	C14090
HMDB0060326	C14806
HMDB0060327	C14805
HMDB0060328	C14801
HMDB0060329	C14804
HMDB0060330	C14803
HMDB0060331	C14800
HMDB0060332	C14802
HMDB0060333	C14857
HMDB0060334	C11088
HMDB0060335	C06205
HMDB0060336	C16836
HMDB0060337	C18260
HMDB0060338	C03455
HMDB0060339	C18075
HMDB0060340	C20332
HMDB0060341	C19489
HMDB0060342	C14865
HMDB0060343	C14863
HMDB0060344	C14870
HMDB0060345	C18304
HMDB0060346	C18305
HMDB0060347	C06329
HMDB0060348	C02222
HMDB0060349	C14099
HMDB0060350	C02362
HMDB0060351	C16586
HMDB0060352	C17562
HMDB0060353	C17561
HMDB0060354	C17560
HMDB0060355	C17552
HMDB0060356	C03461
HMDB0060357	C14858
HMDB0060358	C14848
HMDB0060359	C20265
HMDB0060360	C18242
HMDB0060361	C18243
HMDB0060362	C16396
HMDB0060363	C12835
HMDB0060365	C00433
HMDB0060366	C16587
HMDB0060367	C16591
HMDB0060368	C18309
HMDB0060369	C18310
HMDB0060370	C03226
HMDB0060371	C02514
HMDB0060372	C04675
HMDB0060373	C16469
HMDB0060374	C05831
HMDB0060375	C16338
HMDB0060376	C16334
HMDB0060377	C16330
HMDB0060378	C02232
HMDB0060379	C17559
HMDB0060380	C17554
HMDB0060381	C14847
HMDB0060382	C18044
HMDB0060383	C19605
HMDB0060384	C16420
HMDB0060385	C16837
HMDB0060387	C11583
HMDB0060388	C18131
HMDB0060389	C16595
HMDB0060390	C13636
HMDB0060391	C14855
HMDB0060392	C14144
HMDB0060393	C16637
HMDB0060394	C04242
HMDB0060396	C16633
HMDB0060397	C16634
HMDB0060398	C12205
HMDB0060399	C16471
HMDB0060400	C16596
HMDB0060401	C04377
HMDB0060402	C16630
HMDB0060403	C01217
HMDB0060404	C16635
HMDB0060405	C16635
HMDB0060406	C12739
HMDB0060407	C18040
HMDB0060408	C18041
HMDB0060409	C18042
HMDB0060410	C20239
HMDB0060411	C16617
HMDB0060412	C16614
HMDB0060413	C16620
HMDB0060414	C16615
HMDB0060415	C16619
HMDB0060416	C04646
HMDB0060417	C16613
HMDB0060418	C16618
HMDB0060419	C19561
HMDB0060420	C19562
HMDB0060421	C16466
HMDB0060422	C19604
HMDB0060423	C14856
HMDB0060424	C18038
HMDB0060425	C17332
HMDB0060426	C05830
HMDB0060427	C02659
HMDB0060428	C07447
HMDB0060430	C19588
HMDB0060431	C11278
HMDB0060432	C16551
HMDB0060433	C07645
HMDB0060435	C16631
HMDB0060436	C12214
HMDB0060437	C07645
HMDB0060438	C14852
HMDB0060439	C14850
HMDB0060440	C06206
HMDB0060441	C05340
HMDB0060442	C05341
HMDB0060443	C20331
HMDB0060445	C14842
HMDB0060446	C14840
HMDB0060447	C14844
HMDB0060448	C14839
HMDB0060449	C07646
HMDB0060450	C00916
HMDB0060451	C06899
HMDB0060452	C14859
HMDB0060453	C00635
HMDB0060456	C06612
HMDB0060457	C06615
HMDB0060458	C16348
HMDB0060459	C04431
HMDB0060460	C03440
HMDB0060461	C07091
HMDB0060462	C16612
HMDB0060463	C16610
HMDB0060464	C16577
HMDB0060466	C05946
HMDB0060468	C05404
HMDB0060469	C17435
HMDB0060471	C05143
HMDB0060472	C16609
HMDB0060475	C00302
HMDB0060476	C01880
HMDB0060477	C06114
HMDB0060478	C05711
HMDB0060479	C14874
HMDB0060480	C04494
HMDB0060482	C06123
HMDB0060483	C12215
HMDB0060484	C00331
HMDB0060485	C02700
HMDB0060486	C00561
HMDB0060487	C05819
HMDB0060488	C05703
HMDB0060489	C18902
HMDB0060490	C18904
HMDB0060491	C20383
HMDB0060493	C02713
HMDB0060494	C02999
HMDB0060495	C01044
HMDB0060496	C16622
HMDB0060497	C03012
HMDB0060499	C16543
HMDB0060503	C07090
HMDB0060504	C14868
HMDB0060505	C14864
HMDB0060506	C14861
HMDB0060507	C14871
HMDB0060509	C06222
HMDB0060510	C11173
HMDB0060511	C11376
HMDB0060512	C00370
HMDB0060513	C16545
HMDB0060514	C06611
HMDB0060515	C06614
HMDB0060516	C06613
HMDB0060517	C19490
HMDB0060519	C19607
HMDB0060520	C02090
HMDB0060521	C03170
HMDB0060525	C17616
HMDB0060526	C17617
HMDB0060527	C17618
HMDB0060530	C05011
HMDB0060533	C14916
HMDB0060538	C07486
HMDB0060548	C11782
HMDB0060553	C15554
HMDB0060561	C16626
HMDB0060566	C16606
HMDB0060573	C10966
HMDB0060580	C14487
HMDB0060585	C16544
HMDB0060588	C16556
HMDB0060618	C02954
HMDB0060627	C07498
HMDB0060631	C00350
HMDB0060651	C16576
HMDB0060652	C16604
HMDB0060653	C16602
HMDB0060654	C16607
HMDB0060655	C16560
HMDB0060656	C16561
HMDB0060657	C16576
HMDB0060658	C07496
HMDB0060659	C16621
HMDB0060660	C16616
HMDB0060661	C00546
HMDB0060663	C16625
HMDB0060664	C16624
HMDB0060665	C07446
HMDB0060666	C16547
HMDB0060668	C16549
HMDB0060669	C16584
HMDB0060670	C16582
HMDB0060671	C16592
HMDB0060672	C16660
HMDB0060673	C16603
HMDB0060675	C16605
HMDB0060676	C07493
HMDB0060677	C11004
HMDB0060678	C16572
HMDB0060679	C16569
HMDB0060680	C16571
HMDB0060681	C16570
HMDB0060682	C16656
HMDB0060683	C16655
HMDB0060684	C16658
HMDB0060685	C16652
HMDB0060686	C07644
HMDB0060688	C16552
HMDB0060689	C07647
HMDB0060690	C16554
HMDB0060691	C16559
HMDB0060692	C16557
HMDB0060693	C16558
HMDB0060706	C07649
HMDB0060746	C07359
HMDB0060949	C14204
HMDB0061008	C11738
HMDB0061086	C16548
HMDB0061115	C09213
HMDB0061196	C00873
HMDB0061385	C12059
HMDB0061650	C19620
HMDB0061714	C16533
HMDB0061721	C11373
HMDB0061722	C07449
HMDB0061732	C14708
HMDB0061749	C11344
HMDB0061779	C09691
HMDB0061838	C09649
HMDB0061848	C17094
HMDB0061849	C20162
HMDB0061851	C09639
HMDB0061853	C09648
HMDB0061854	C11326
HMDB0061859	C16995
HMDB0061866	C17433
HMDB0061877	C03678
HMDB0061880	C01073
HMDB0061881	C02129
HMDB0061888	C14447
HMDB0061918	C12312
HMDB0061925	C12078
HMDB0061927	C02804
HMDB0061933	C11129
HMDB0062089	C14707
HMDB0062138	C06152
HMDB0062188	C14040
HMDB0062189	C14788
HMDB0062190	C01192
HMDB0062193	C14860
HMDB0062198	C14862
HMDB0062217	C16531
HMDB0062220	C16645
HMDB0062221	C16532
HMDB0062222	C18177
HMDB0062223	C19559
HMDB0062224	C15614
HMDB0062225	C03969
HMDB0062251	C01401
HMDB0062259	C01144
HMDB0062266	C19582
HMDB0062271	C18445
HMDB0062273	C14784
HMDB0062281	C07338
HMDB0062297	C04758
HMDB0062326	C13240
HMDB0062370	C11421
HMDB0062375	C19602
HMDB0062376	C19564
HMDB0062382	C19563
HMDB0062395	C14846
HMDB0062396	C14843
HMDB0062397	C14453
HMDB0062398	C14845
HMDB0062401	C17331
HMDB0062402	C19565
HMDB0062404	C19566
HMDB0062406	C19567
HMDB0062407	C19578
HMDB0062410	C18175
HMDB0062415	C20252
HMDB0062427	C19590
HMDB0062429	C19488
HMDB0062434	C14827
HMDB0062438	C14556
HMDB0062439	C14854
HMDB0062442	C19592
HMDB0062443	C19581
HMDB0062444	C19580
HMDB0062446	C05861
HMDB0062462	C20907
HMDB0062469	C07535
HMDB0062470	C14853
HMDB0062493	C05588
HMDB0062502	C03410
HMDB0062503	C14789
HMDB0062508	C20306
HMDB0062513	C11182
HMDB0062525	C14875
HMDB0062528	C11175
HMDB0062533	C11148
HMDB0062549	C03045
HMDB0062577	C18690
HMDB0062585	C04281
HMDB0062590	C01456
HMDB0062619	C04849
HMDB0062630	C05279
HMDB0062633	C16218
HMDB0062635	C01983
HMDB0062645	C05597
HMDB0062647	C04582
HMDB0062660	C01046
HMDB0062681	C05447
HMDB0062692	C05702
HMDB0062702	C01674
HMDB0062723	C20319
HMDB0062745	C01048
HMDB0062752	C03079
HMDB0062761	C05697
HMDB0062763	C09666
HMDB0062765	C02083
HMDB0062766	C06552
HMDB0062769	C06593
HMDB0062780	C03027
HMDB0062811	C01869
HMDB0092961	C03199
HMDB0094660	C14175
HMDB0094673	C20519
HMDB0094691	C17602
HMDB0094692	C02721
HMDB0094711	C16322
HMDB0112099	C13798
HMDB0112256	C08599
HMDB0112262	C05435
HMDB0112264	C20484
HMDB0126497	C12633
HMDB0132454	C10019
HMDB0141782	C02666
HMDB0240209	C19891
HMDB0240218	C06946
HMDB0240251	C01015
HMDB0240264	C01297
HMDB0240265	C10524
HMDB0240270	C07597
HMDB0240273	C07412
HMDB0240280	C11145
HMDB0240281	C18729
HMDB0240285	C07560
HMDB0240288	C07182
HMDB0240311	C06342
HMDB0240312	C05822
HMDB0240389	C00522
HMDB0240464	C11584
HMDB0240465	C11585
HMDB0240477	C17147
HMDB0240498	C10255
HMDB0240541	C03515
HMDB0240545	C02724
HMDB0240551	C12137
HMDB0240575	C10796
HMDB0240587	C06193
HMDB0240650	C06231
HMDB0240653	C07273
HMDB0240687	C01092
HMDB0240707	C11033
HMDB0240708	C14230
HMDB0240711	C14298
HMDB0240712	C14216
HMDB0240714	C20396
HMDB0240715	C14215
HMDB0240741	C11130
HMDB0242119	C00514
HMDB0242127	C19625
HMDB0242149	C00379
HMDB0242196	C14187
HMDB0242197	C07997
HMDB0242327	C10882
HMDB0242366	C14387
HMDB0242473	C01619
HMDB0242761	C01383
HMDB0243497	C05410
HMDB0243541	C18477
HMDB0243542	C16150
HMDB0243551	C14337
HMDB0243566	C10984
HMDB0243613	C04556
HMDB0243651	C07105
HMDB0243772	C19136
HMDB0243814	C02560
HMDB0243816	C19320
HMDB0243844	C14397
HMDB0243845	C19364
HMDB0243852	C12101
HMDB0243873	C19178
HMDB0243884	C08378
HMDB0243887	C08381
HMDB0243890	C13903
HMDB0243892	C03203
HMDB0243898	C02980
HMDB0243900	C06324
HMDB0243924	C14592
HMDB0243929	C04599
HMDB0243955	C16201
HMDB0243964	C14790
HMDB0243967	C14421
HMDB0243970	C19284
HMDB0244015	C08392
HMDB0244020	C18247
HMDB0244026	C19233
HMDB0244034	C14705
HMDB0244041	C19536
HMDB0244045	C19534
HMDB0244053	C00604
HMDB0244067	C14328
HMDB0244069	C19034
HMDB0244081	C19176
HMDB0244083	C14329
HMDB0244084	C14702
HMDB0244093	C14685
HMDB0244101	C14783
HMDB0244108	C14408
HMDB0244109	C14400
HMDB0244112	C18236
HMDB0244113	C11058
HMDB0244120	C14114
HMDB0244127	C18111
HMDB0244128	C18100
HMDB0244129	C18107
HMDB0244130	C18112
HMDB0244134	C18101
HMDB0244135	C18109
HMDB0244136	C18099
HMDB0244137	C18105
HMDB0244138	C18102
HMDB0244139	C18108
HMDB0244142	C06594
HMDB0244147	C14534
HMDB0244161	C01066
HMDB0244163	C14399
HMDB0244180	C19296
HMDB0244212	C03657
HMDB0244216	C14440
HMDB0244221	C02617
HMDB0244231	C19463
HMDB0244232	C19464
HMDB0244234	C11232
HMDB0244272	C02774
HMDB0244288	C10999
HMDB0244292	C01187
HMDB0244297	C14327
HMDB0244377	C11280
HMDB0244465	C04874
HMDB0244533	C19256
HMDB0244639	C14730
HMDB0244658	C11216
HMDB0244659	C14729
HMDB0244694	C15640
HMDB0244699	C15195
HMDB0244741	C18509
HMDB0244763	C02453
HMDB0244780	C18779
HMDB0244887	C01819
HMDB0244913	C02548
HMDB0244925	C11796
HMDB0244931	C13701
HMDB0244967	C02778
HMDB0244975	C11260
HMDB0244990	C19321
HMDB0245005	C12143
HMDB0245007	C14417
HMDB0245008	C10901
HMDB0245045	C02497
HMDB0245048	C19367
HMDB0245065	C02357
HMDB0245066	C14353
HMDB0245068	C06753
HMDB0245074	C14407
HMDB0245077	C14219
HMDB0245089	C02395
HMDB0245093	C14206
HMDB0245113	C07499
HMDB0245119	C19420
HMDB0245150	C07189
HMDB0245159	C14530
HMDB0245172	C14398
HMDB0245190	C00928
HMDB0245200	C19216
HMDB0245219	C16395
HMDB0245221	C18653
HMDB0245222	C13665
HMDB0245231	C17928
HMDB0245233	C19261
HMDB0245249	C14101
HMDB0245255	C16234
HMDB0245257	C10923
HMDB0245258	C14414
HMDB0245259	C14531
HMDB0245260	C01988
HMDB0245265	C02116
HMDB0245268	C19597
HMDB0245282	C06695
HMDB0245313	C18624
HMDB0245315	C14138
HMDB0245320	C17927
HMDB0245323	C19304
HMDB0245327	C14225
HMDB0245357	C14747
HMDB0245362	C14369
HMDB0245369	C15213
HMDB0245370	C14247
HMDB0245372	C14201
HMDB0245374	C14202
HMDB0245377	C14199
HMDB0245378	C08460
HMDB0245417	C18116
HMDB0245418	C18120
HMDB0245419	C18123
HMDB0245420	C18121
HMDB0245422	C14357
HMDB0245425	C01620
HMDB0245427	C18117
HMDB0245428	C14190
HMDB0245430	C14366
HMDB0245433	C18110
HMDB0245434	C18106
HMDB0245440	C18104
HMDB0245441	C18122
HMDB0245442	C18119
HMDB0245445	C19218
HMDB0245450	C14419
HMDB0245456	C14582
HMDB0245462	C02496
HMDB0245463	C11283
HMDB0245464	C11006
HMDB0245468	C16716
HMDB0245475	C07100
HMDB0245483	C16391
HMDB0245485	C14246
HMDB0245510	C11000
HMDB0245512	C11040
HMDB0245513	C14355
HMDB0245516	C18393
HMDB0245521	C11008
HMDB0245596	C11341
HMDB0245646	C04083
HMDB0245770	C20127
HMDB0245804	C11261
HMDB0245818	C05058
HMDB0245833	C19205
HMDB0245912	C13708
HMDB0245929	C14470
HMDB0245949	C14418
HMDB0245952	C19486
HMDB0245962	C01990
HMDB0245963	C02233
HMDB0245967	C19800
HMDB0245978	C07327
HMDB0245999	C19225
HMDB0246003	C19231
HMDB0246009	C11057
HMDB0246010	C14573
HMDB0246011	C18115
HMDB0246025	C02791
HMDB0246027	C14462
HMDB0246039	C18114
HMDB0246071	C11319
HMDB0246098	C15204
HMDB0246129	C18143
HMDB0246145	C18118
HMDB0246174	C06560
HMDB0246205	C02965
HMDB0246215	C12673
HMDB0246341	C19323
HMDB0246344	C16394
HMDB0246380	C14464
HMDB0246383	C19169
HMDB0246384	C03359
HMDB0246386	C14331
HMDB0246387	C14715
HMDB0246391	C14450
HMDB0246392	C06648
HMDB0246393	C02370
HMDB0246395	C06584
HMDB0246397	C14456
HMDB0246398	C02124
HMDB0246399	C07088
HMDB0246401	C03077
HMDB0246404	C14451
HMDB0246423	C11217
HMDB0246425	C02371
HMDB0246434	C14236
HMDB0246435	C14698
HMDB0246441	C14382
HMDB0246442	C14381
HMDB0246466	C06343
HMDB0246504	C14412
HMDB0246510	C17929
HMDB0246511	C19262
HMDB0246528	C19384
HMDB0246529	C02126
HMDB0246530	C07555
HMDB0246532	C18625
HMDB0246549	C03474
HMDB0246551	C14394
HMDB0246557	C14132
HMDB0246582	C14226
HMDB0246592	C19310
HMDB0246593	C19311
HMDB0246605	C19453
HMDB0246634	C19896
HMDB0246681	C19637
HMDB0246788	C11698
HMDB0246873	C02941
HMDB0246904	C18830
HMDB0246908	C04274
HMDB0246944	C15475
HMDB0246945	C20578
HMDB0246950	C01452
HMDB0246984	C20142
HMDB0247097	C19271
HMDB0247218	C03479
HMDB0247230	C01386
HMDB0247248	C11052
HMDB0247249	C13630
HMDB0247290	C12123
HMDB0247310	C13758
HMDB0247327	C01279
HMDB0247345	C14501
HMDB0247376	C13734
HMDB0247432	C13709
HMDB0247482	C16627
HMDB0247617	C19418
HMDB0247634	C14347
HMDB0247696	C04203
HMDB0247732	C01349
HMDB0247899	C19312
HMDB0247901	C14426
HMDB0247910	C10925
HMDB0247913	C01995
HMDB0247918	C11380
HMDB0247933	C03248
HMDB0247936	C17413
HMDB0247965	C14127
HMDB0247968	C20141
HMDB0247972	C01998
HMDB0247983	C06770
HMDB0248144	C01474
HMDB0248154	C19043
HMDB0248159	C01010
HMDB0248163	C19316
HMDB0248210	C11090
HMDB0248228	C02711
HMDB0248232	C11820
HMDB0248260	C11734
HMDB0248269	C20220
HMDB0248270	C15619
HMDB0248285	C11485
HMDB0248288	C18700
HMDB0248308	C06735
HMDB0248310	C11071
HMDB0248340	C08734
HMDB0248356	C13672
HMDB0248374	C16906
HMDB0248385	C10841
HMDB0248390	C18774
HMDB0248437	C18935
HMDB0248439	C18394
HMDB0248441	C13355
HMDB0248460	C14315
HMDB0248461	C13699
HMDB0248463	C06831
HMDB0248468	C16207
HMDB0248488	C11339
HMDB0248587	C13662
HMDB0248598	C08469
HMDB0248680	C18350
HMDB0248713	C19098
HMDB0248724	C19193
HMDB0248725	C17670
HMDB0248730	C14213
HMDB0248763	C18702
HMDB0248800	C11282
HMDB0248806	C18644
HMDB0248807	C11018
HMDB0248809	C11687
HMDB0248810	C19333
HMDB0248822	C13392
HMDB0248831	C15664
HMDB0248869	C19059
HMDB0248884	C13858
HMDB0248918	C11590
HMDB0248933	C10053
HMDB0248940	C10929
HMDB0248942	C10970
HMDB0248943	C18775
HMDB0248947	C14433
HMDB0248952	C11073
HMDB0248961	C10937
HMDB0248962	C18703
HMDB0248963	C18563
HMDB0248965	C10965
HMDB0248966	C14428
HMDB0248969	C14317
HMDB0248970	C01784
HMDB0248972	C13751
HMDB0248975	C14474
HMDB0248977	C01782
HMDB0248990	C20226
HMDB0248993	C02009
HMDB0248998	C14461
HMDB0249002	C14320
HMDB0249007	C14435
HMDB0249009	C19388
HMDB0249010	C14318
HMDB0249011	C14321
HMDB0249038	C19168
HMDB0249057	C19044
HMDB0249063	C14393
HMDB0249068	C14211
HMDB0249074	C12865
HMDB0249113	C14176
HMDB0249116	C10982
HMDB0249121	C01002
HMDB0249138	C10367
HMDB0249149	C19297
HMDB0249203	C07672
HMDB0249239	C14511
HMDB0249243	C03690
HMDB0249252	C06640
HMDB0249269	C11238
HMDB0249275	C14345
HMDB0249276	C14350
HMDB0249277	C14238
HMDB0249278	C07967
HMDB0249279	C06853
HMDB0249282	C06555
HMDB0249350	C01411
HMDB0249353	C18547
HMDB0249431	C07674
HMDB0249434	C13769
HMDB0249442	C18776
HMDB0249446	C07448
HMDB0249451	C10931
HMDB0249461	C19112
HMDB0249462	C04543
HMDB0249470	C18582
HMDB0249472	C13415
HMDB0249473	C07875
HMDB0249474	C10921
HMDB0249477	C14323
HMDB0249500	C07494
HMDB0249530	C18395
HMDB0249538	C11257
HMDB0249546	C06865
HMDB0249566	C01562
HMDB0249577	C14515
HMDB0249581	C07709
HMDB0249585	C08998
HMDB0249590	C07580
HMDB0249593	C09098
HMDB0249594	C08999
HMDB0249599	C14438
HMDB0249612	C07491
HMDB0249614	C08060
HMDB0249641	C07331
HMDB0249647	C18416
HMDB0249648	C11255
HMDB0249673	C11094
HMDB0249690	C11080
HMDB0249720	C11164
HMDB0249834	C13786
HMDB0249838	C13821
HMDB0249899	C08476
HMDB0250081	C14866
HMDB0250084	C19359
HMDB0250089	C18933
HMDB0250091	C14584
HMDB0250094	C19023
HMDB0250095	C19024
HMDB0250112	C19361
HMDB0250113	C18248
HMDB0250115	C19362
HMDB0250118	C19446
HMDB0250120	C18514
HMDB0250123	C19502
HMDB0250125	C11037
HMDB0250132	C07559
HMDB0250135	C14506
HMDB0250138	C14520
HMDB0250141	C05071
HMDB0250144	C14744
